case_diary_number,case_recno,case_start,case_closed,case_title,document_date,document_description,document_category,inspection_result_wording,classification,asset_type,asset_identifiers,asset_count,property_designation,address,district,later_approved_in_case,source_case_url
2026-03955,1315274,2026-03-04,2026-09-10,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-04,"Intyg återkommande besiktning, ej godkänt, L7867849",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7867849,1,Norrmalm 5:3,Centralplan 15,Norrmalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315274?dataSource=Active
2026-03957,1315276,2026-03-04,2026-09-11,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-04,"Intyg återkommande besiktning, ej godkänt, L7141328",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7141328,1,Fontänen 2,Skulptörvägen 9,Johanneshov,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315276?dataSource=Active
2026-03960,1315279,2026-03-04,2026-09-10,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-04,"Intyg återkommande besiktning, ej godkänt, L7923984",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7923984,1,Sidfoten 1,Årevägen 34,Vällingby,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315279?dataSource=Active
2026-03985,1315304,2026-03-05,2026-03-17,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-05,"Intyg återkommande besiktning, ej godkänt, L7044737",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7044737,1,Keders 15,Bondegatan 64,Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315304?dataSource=Active
2026-04007,1315326,2026-03-05,2026-09-10,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-05,"Intyg återkommande besiktning, ej godkänt, L7897683",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7897683,1,Norrmalm 5:3,Centralplan 1,Norrmalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315326?dataSource=Active
2026-04009,1315328,2026-03-05,2026-09-10,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-05,"Intyg återkommande besiktning, ej godkänt, 61370",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,61370,1,Thisbe 3,Lilla Nygatan 13,Gamla Stan,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315328?dataSource=Active
2026-04010,1315329,2026-03-05,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-03-05,"Intyg återkommande besiktning, ej godkänt, 2 st, 70408, 70391",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,70408 70391,2,Väduren 2,"Birger Jarlsgatan 93B, Roslagsgatan 22",Vasastaden,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315329?dataSource=Active
2026-04090,1315409,2026-03-06,2026-04-09,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-06,"Intyg återkommande besiktning, ej godkänt, L2671505",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L2671505,1,Spelbomskan 9,Odengatan 69,Vasastaden,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315409?dataSource=Active
2026-04102,1315421,2026-03-06,,Anmaning att låta åtgärda port samt utföra förnyad besiktning,2026-03-06,"Intyg återkommande besiktning, ej godkänt, L2549951",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,POWERED_GATE_OR_DOOR,L2549951,1,Provröret 13,Instrumentvägen 17,Hägersten,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315421?dataSource=Active
2026-04103,1315422,2026-03-06,2026-09-10,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-06,"Intyg återkommande besiktning, ej godkänt, L2514372",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L2514372,1,Provröret 13,Instrumentvägen 19,Hägersten,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315422?dataSource=Active
2025-19305,1310143,2025-12-09,,Anmaning att låta åtgärda portar samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, D1734388",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,POWERED_GATE_OR_DOOR,D1734388,1,Kvarnkammaren 1,"Fornbyvägen 17, Fornbyvägen 29, Fornbyvägen 5",Rinkeby,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1310143?dataSource=Active
2026-00694,1311996,2026-01-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, L3129855",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3129855,1,Dragningslistan 5,Sparbanksvägen 4,Hägerstensåsen,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1311996?dataSource=Active
2026-04229,1315558,2026-03-10,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, 42816",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,42816,1,Vildmannen 2,Jakobsbergsgatan 8,Norrmalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315558?dataSource=Active
2026-04230,1315559,2026-03-10,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, 2 st, 77092, 77093",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,77092 77093,2,Importhallen 3,Importörvägen 7,Östberga,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315559?dataSource=Active
2026-04231,1315560,2026-03-10,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, 77094",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,77094,1,Partihallen 2,Importörvägen 40,Östberga,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315560?dataSource=Active
2026-04237,1315566,2026-03-10,2026-09-02,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, L2908938, L2911639, L2994505",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L2908938 L2911639 L2994505,3,Siktet 5,"Rosenlundsgatan 50, Rosenlundsgatan 54",Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315566?dataSource=Active
2026-04249,1315578,2026-03-10,2026-03-26,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, L0773937",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L0773937,1,Alvik 1:18,Gustavslundsvägen 141,Alvik,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315578?dataSource=Active
2026-04251,1315580,2026-03-10,2026-09-15,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, L2542496",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L2542496,1,Forsmark 3,Fagerstagatan 47,Lunda,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315580?dataSource=Active
2026-04253,1315582,2026-03-10,2026-09-17,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, S490233",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S490233,1,Grindpojken 1,Johan Skyttes Väg 340,Långbro,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315582?dataSource=Active
2026-04254,1315583,2026-03-10,2026-09-10,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, L3634227",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3634227,1,Kulsprutan 1,Hantverkargatan 88,Kungsholmen,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315583?dataSource=Active
2026-04255,1315584,2026-03-10,2026-09-15,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, L1683754",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L1683754,1,Liljan 34,Sankt Eriksgatan 90,Vasastaden,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315584?dataSource=Active
2026-04257,1315586,2026-03-10,2026-03-19,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, S594063",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S594063,1,Manhem 3,Fredhällsgatan 12,Fredhäll,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315586?dataSource=Active
2026-04258,1315587,2026-03-10,2026-09-24,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, L3146347",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3146347,1,Godsägaren 19,Hemmansvägen 8,Gamla Enskede,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315587?dataSource=Active
2026-04260,1315589,2026-03-10,2026-09-02,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, S642165",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S642165,1,Måsholmen 17,Bodholmsplan 1,Skärholmen,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315589?dataSource=Active
2026-04263,1315592,2026-03-10,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, L9202532",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L9202532,1,Svea Artilleri 11,Löjtnantsgatan 21,Ladugårdsgärdet,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315592?dataSource=Active
2026-04265,1315594,2026-03-10,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, L0776872",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L0776872,1,Terminalen 3,Klarabergsviadukten 70,Norrmalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315594?dataSource=Active
2026-04266,1315595,2026-03-10,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, S504906",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S504906,1,Blekholmen 4,Västra Järnvägsgatan 17,Norrmalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315595?dataSource=Active
2026-04269,1315598,2026-03-10,2026-09-08,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, 2 st, L3217387, L6740435",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3217387 L6740435,2,Lokstallet 7,Torsgatan 21,Vasastaden,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315598?dataSource=Active
2026-04270,1315599,2026-03-10,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, L1306794",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L1306794,1,Nebulosan 13,Västmannagatan 55,Vasastaden,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315599?dataSource=Active
2026-04272,1315601,2026-03-10,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, L3493046",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3493046,1,Rosen 17,Hälsingegatan 11,Vasastaden,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315601?dataSource=Active
2026-04273,1315602,2026-03-10,2026-03-24,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, S370231",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S370231,1,Stuten 12,Kungsgatan 27,Norrmalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315602?dataSource=Active
2026-04276,1315605,2026-03-10,2026-09-22,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, 2 st, S300759, S300760",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S300759 S300760,2,Proppen 5,"Redargatan 6, Redargatan 8",Södra Hammarbyhamnen,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315605?dataSource=Active
2026-04278,1315607,2026-03-10,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, 3 st, S942051, S942052, S942063",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S942051 S942052 S942063,3,Södersjukhuset 10,Sjukhusbacken 10,Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315607?dataSource=Active
2026-04281,1315610,2026-03-10,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, 6 st, S912840, S912841, S912842, S912843, S912847, S912848",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S912840 S912841 S912842 S912843 S912847 S912848,6,Rosenbad 9,Drottninggatan 1,Norrmalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315610?dataSource=Active
2026-04298,1315627,2026-03-10,2026-09-08,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, D1706528",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,D1706528,1,Traviata 72,Kärrgränd 72,Kälvesta,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315627?dataSource=Active
2026-04300,1315629,2026-03-10,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, L7141257",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7141257,1,Söderarm 1,Lågskärsvägen 14,Kärrtorp,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315629?dataSource=Active
2026-04307,1315636,2026-03-10,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, D1589674",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,D1589674,1,Holmenkollen 1,Nidarosgatan 10,Husby,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315636?dataSource=Active
2026-04309,1315638,2026-03-10,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, L7347142",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7347142,1,Kolonisten 1,Dalgränd 11,Gamla Enskede,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315638?dataSource=Active
2026-04311,1315640,2026-03-10,2026-09-17,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, 2 st, D1589852, D1589871",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,D1589852 D1589871,2,Telemark 1,"Nidarosgatan 3, Nidarosgatan 32",Husby,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315640?dataSource=Active
2026-04315,1315644,2026-03-10,2026-09-09,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, D1540018",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,D1540018,1,Kungörelsen 9,Konvaljestigen 15,Herrängen,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315644?dataSource=Active
2026-04318,1315647,2026-03-10,,Anmaning att låta åtgärda portar samt utföra förnyad besiktning,2026-03-10,"Intyg återkommande besiktning, ej godkänt, 2 st, L7923804, L7923813",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,POWERED_GATE_OR_DOOR,L7923804 L7923813,2,Sidfoten 1,"Vilhelminagatan 13, Vilhelminagatan 5",Vällingby,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315647?dataSource=Active
2026-04364,1315693,2026-03-11,2026-09-08,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-11,"Intyg återkommande besiktning, ej godkänt, 43945",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,43945,1,Vattuormen 15,Garvargatan 3,Kungsholmen,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315693?dataSource=Active
2026-04366,1315695,2026-03-11,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-03-11,"Intyg återkommande besiktning, ej godkänt, 3 st, 69521, 37531, 69522",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,69521 37531 69522,3,Palmträdet 10,"Kungstensgatan 28A, Kungstensgatan 28C, Kungstensgatan 28D",Vasastaden,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315695?dataSource=Active
2026-04369,1315698,2026-03-11,2026-09-16,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-03-11,"Intyg återkommande besiktning, ej godkänt, 61662",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,61662,1,Jungfrun 24,Jungfrugatan 19,Östermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1315698?dataSource=Active
